RESULT FOR : TraceSizeBlock

		Nb execution :	3
		Duration :	10000
		% of insertions :	0,9
		% of Blocks :	0,4
		Avg blockSize :	 1
		Sdv blockSize :	 3,0
		Probability :	1,0
		Delay :	1
		Sdv :	1,0
		Number of replicas :	20


Name	Bandwith (o)	Total execution time (ms)	Average local execution time (ns)	Average remote execution time (ns)	Memory (o)
LogootSplitO	1209433	53,648718	3791,2412	4937,0592	0,0
Treedoc	2232878	17,9749	4093,584	1592,106	0,0
RGA	1289128	112,651846	224223,2536	608,3495	0,0
RgaS	842232	91,968647	181315,24	571,2068	0,0
RgaTreeSplit	949784	10,641778	2306,1668	1002,8248	0,0
RgaTreeSplitBalanced	949808	11,044805	2446,3128	1017,4652	0,0
RESULT FOR : TraceSizeBlock

		Nb execution :	3
		Duration :	10000
		% of insertions :	0,9
		% of Blocks :	0,4
		Avg blockSize :	 20
		Sdv blockSize :	 3,0
		Probability :	1,0
		Delay :	1
		Sdv :	1,0
		Number of replicas :	20


Name	Bandwith (o)	Total execution time (ms)	Average local execution time (ns)	Average remote execution time (ns)	Memory (o)
LogootSplitO	1883289	129,153514	9932,3851	13104,7286	0,0
Treedoc	3260452	29,233065	4840,1447	2828,3784	0,0
RGA	5916592	411,194348	822755,3821	2035,6349	0,0
RgaS	1205211	148,083042	295407,6334	774,3248	0,0
RgaTreeSplit	1297453	13,602467	2711,4589	1291,7631	0,0
RgaTreeSplitBalanced	1297477	12,705796	2343,32	1217,3029	0,0
RESULT FOR : TraceSizeBlock

		Nb execution :	3
		Duration :	10000
		% of insertions :	0,9
		% of Blocks :	0,4
		Avg blockSize :	 100
		Sdv blockSize :	 3,0
		Probability :	1,0
		Delay :	1
		Sdv :	1,0
		Number of replicas :	20


Name	Bandwith (o)	Total execution time (ms)	Average local execution time (ns)	Average remote execution time (ns)	Memory (o)
LogootSplitO	3378513	541,488043	51250,4409	53591,4922	0,0
Treedoc	9953337	95,01136	13609,0022	9272,4506	0,0
RGA	28505814	581,758062	951000,7352	7533,734	0,0
RgaS	2670580	164,775504	328870,9717	845,5768	0,0
RgaTreeSplit	2767517	17,750733	3415,6602	1695,0755	0,0
RgaTreeSplitBalanced	2767541	14,392237	2540,4984	1381,5751	0,0
RESULT FOR : TraceSizeBlock

		Nb execution :	3
		Duration :	10000
		% of insertions :	0,9
		% of Blocks :	0,4
		Avg blockSize :	 500
		Sdv blockSize :	 3,0
		Probability :	1,0
		Delay :	1
		Sdv :	1,0
		Number of replicas :	20


Name	Bandwith (o)	Total execution time (ms)	Average local execution time (ns)	Average remote execution time (ns)	Memory (o)
LogootSplitO	10999158	3674,989035	353868,9004	372566,516	0,0
Treedoc	45739380	985,10164	118461,4947	76567,4619	0,0
RGA	

Name	Bandwith (o)	Total execution time (ms)	Average local execution time (ns)	Average remote execution time (ns)	Memory (o)
RgaTreeSplit	10187841	23,278994	9424,3463	1927,0694	0,0
RgaTreeSplitBalanced	10187865	23,299109	7864,5834	2019,6622	0,0
RGA	

Name	Bandwith (o)	Total execution time (ms)	Average local execution time (ns)	Average remote execution time (ns)	Memory (o)
RgaTreeSplit	10187841	24,651202	9081,3231	1851,9304	0,0
RgaTreeSplitBalanced	10187865	21,430693	7425,4289	1854,0373	0,0


Name	Bandwith (o)	Total execution time (ms)	Average local execution time (ns)	Average remote execution time (ns)	Memory (o)
RgaTreeSplit	10187841	24,493124	9604,472	2017,247	0,0
RgaTreeSplitBalanced	10187865	21,9749	7997,4504	1872,0007	0,0


Name	Bandwith (o)	Total execution time (ms)	Average local execution time (ns)	Average remote execution time (ns)	Memory (o)
RgaS	9880406	122,957015	238539,4482	933,9684	0,0
RgaTreeSplitBalanced	10187865	26,300701	10138,1744	1932,3591	0,0
