del|1|192|{(0,27),(1,37),(2,37),(3,27),(4,35),}|3
Ins|t|289|{(0,28),(1,38),(2,37),(3,25),(4,35),}|1
del|1|292|{(0,30),(1,37),(2,38),(3,25),(4,35),}|0
Ins|u|45|{(0,28),(1,39),(2,38),(3,27),(4,35),}|1
Ins|l|264|{(0,27),(1,37),(2,38),(3,28),(4,35),}|3
Ins|z|62|{(0,28),(1,40),(2,39),(3,27),(4,35),}|1
Ins|s|75|{(0,28),(1,39),(2,38),(3,27),(4,36),}|4
Ins|f|56|{(0,29),(1,38),(2,40),(3,27),(4,35),}|2
Ins|k|254|{(0,31),(1,37),(2,39),(3,27),(4,35),}|0
Ins|b|127|{(0,30),(1,40),(2,41),(3,27),(4,36),}|2
Ins|rsgzvwlxqcsrzhufqbeheprrpvbtfiiyvvkxpgmlta|304|{(0,30),(1,40),(2,39),(3,28),(4,37),}|4
Ins|r|290|{(0,31),(1,40),(2,40),(3,29),(4,37),}|3
Ins|m|247|{(0,32),(1,40),(2,40),(3,28),(4,36),}|0
Ins|ceicmiynumvatjehlguqiizwbdvuoatgqszmgegm|154|{(0,31),(1,41),(2,40),(3,28),(4,36),}|1
Ins|z|73|{(0,31),(1,40),(2,41),(3,30),(4,37),}|3
del|1|33|{(0,31),(1,40),(2,41),(3,28),(4,38),}|4
del|34|94|{(0,32),(1,42),(2,41),(3,28),(4,37),}|1
Ins|a|253|{(0,33),(1,40),(2,41),(3,29),(4,37),}|0
Ins|r|94|{(0,31),(1,40),(2,42),(3,29),(4,37),}|2
Ins|x|262|{(0,32),(1,41),(2,41),(3,31),(4,37),}|3
Ins|x|157|{(0,34),(1,40),(2,41),(3,29),(4,38),}|0
Ins|o|60|{(0,32),(1,42),(2,43),(3,30),(4,38),}|2
del|1|208|{(0,32),(1,42),(2,44),(3,30),(4,38),}|2
del|1|315|{(0,35),(1,42),(2,41),(3,31),(4,38),}|0
Ins|m|143|{(0,32),(1,43),(2,41),(3,30),(4,38),}|1
Ins|q|97|{(0,33),(1,42),(2,45),(3,30),(4,38),}|2
Ins|t|259|{(0,34),(1,42),(2,43),(3,30),(4,39),}|4
Ins|f|79|{(0,34),(1,44),(2,44),(3,30),(4,38),}|1
del|1|312|{(0,34),(1,42),(2,44),(3,32),(4,38),}|3
Ins|gxqsoayncupsnzmfozhsnydapnlvyaymlizbpedtxkzc|359|{(0,35),(1,42),(2,44),(3,33),(4,38),}|3
Ins|n|321|{(0,35),(1,45),(2,44),(3,32),(4,39),}|1
Ins|c|138|{(0,35),(1,43),(2,46),(3,32),(4,39),}|2
Ins|c|29|{(0,35),(1,44),(2,45),(3,32),(4,40),}|4
Ins|b|135|{(0,35),(1,44),(2,47),(3,32),(4,39),}|2
del|1|163|{(0,35),(1,45),(2,45),(3,33),(4,41),}|4
Ins|c|230|{(0,36),(1,45),(2,46),(3,33),(4,41),}|0
Ins|p|178|{(0,35),(1,45),(2,46),(3,33),(4,42),}|4
Ins|a|292|{(0,37),(1,45),(2,47),(3,33),(4,41),}|0
Ins|k|86|{(0,35),(1,46),(2,47),(3,33),(4,41),}|1
Ins|d|221|{(0,35),(1,45),(2,47),(3,34),(4,40),}|3
Ins|a|305|{(0,35),(1,45),(2,48),(3,33),(4,41),}|2
Ins|p|356|{(0,35),(1,45),(2,47),(3,33),(4,43),}|4
del|1|284|{(0,38),(1,45),(2,47),(3,33),(4,41),}|0
del|1|360|{(0,35),(1,45),(2,47),(3,35),(4,40),}|3
Ins|j|280|{(0,36),(1,45),(2,49),(3,33),(4,41),}|2
del|35|84|{(0,36),(1,45),(2,47),(3,36),(4,42),}|3
del|1|266|{(0,37),(1,45),(2,48),(3,37),(4,42),}|3
Ins|i|1|{(0,37),(1,46),(2,50),(3,35),(4,42),}|2
Ins|c|244|{(0,39),(1,46),(2,49),(3,35),(4,43),}|0
Ins|wuvfqbzwajjucyzcsilysgbknlzrdkskett|299|{(0,40),(1,46),(2,49),(3,35),(4,43),}|0
del|1|128|{(0,41),(1,46),(2,50),(3,36),(4,43),}|0
Ins|g|214|{(0,38),(1,46),(2,49),(3,38),(4,43),}|3
Ins|a|252|{(0,38),(1,46),(2,49),(3,37),(4,44),}|4
del|1|281|{(0,38),(1,46),(2,51),(3,36),(4,43),}|2
Ins|r|283|{(0,41),(1,46),(2,52),(3,37),(4,43),}|2
Ins|w|393|{(0,41),(1,46),(2,51),(3,39),(4,44),}|3
Ins|e|263|{(0,41),(1,47),(2,51),(3,38),(4,44),}|1
Ins|t|34|{(0,41),(1,46),(2,51),(3,40),(4,44),}|3
Ins|r|138|{(0,41),(1,48),(2,52),(3,40),(4,44),}|1
Ins|p|396|{(0,41),(1,47),(2,52),(3,41),(4,44),}|3
Ins|w|75|{(0,41),(1,46),(2,52),(3,39),(4,45),}|4
del|1|185|{(0,41),(1,49),(2,52),(3,40),(4,44),}|1
Ins|b|336|{(0,42),(1,46),(2,52),(3,39),(4,44),}|0
Ins|a|115|{(0,41),(1,47),(2,52),(3,41),(4,46),}|4
Ins|j|125|{(0,41),(1,48),(2,53),(3,40),(4,44),}|2
Ins|h|274|{(0,41),(1,48),(2,52),(3,42),(4,45),}|3
Ins|o|164|{(0,42),(1,49),(2,52),(3,41),(4,47),}|4
Ins|h|221|{(0,42),(1,50),(2,52),(3,42),(4,47),}|1
Ins|h|44|{(0,43),(1,49),(2,53),(3,42),(4,47),}|0
del|1|90|{(0,42),(1,51),(2,52),(3,42),(4,47),}|1
Ins|k|257|{(0,42),(1,49),(2,53),(3,43),(4,47),}|3
Ins|w|174|{(0,42),(1,50),(2,54),(3,42),(4,47),}|2
Ins|u|180|{(0,42),(1,49),(2,53),(3,42),(4,48),}|4
Ins|e|138|{(0,43),(1,52),(2,53),(3,42),(4,47),}|1
Ins|w|44|{(0,44),(1,51),(2,53),(3,43),(4,47),}|0
del|1|421|{(0,42),(1,51),(2,53),(3,42),(4,49),}|4
Ins|e|333|{(0,43),(1,51),(2,55),(3,43),(4,47),}|2
Ins|f|311|{(0,43),(1,51),(2,54),(3,43),(4,50),}|4
del|1|31|{(0,44),(1,53),(2,54),(3,43),(4,47),}|1
Ins|v|367|{(0,44),(1,51),(2,56),(3,43),(4,49),}|2
Ins|m|290|{(0,44),(1,54),(2,54),(3,43),(4,47),}|1
del|46|85|{(0,43),(1,52),(2,54),(3,44),(4,49),}|3
Ins|b|48|{(0,44),(1,52),(2,55),(3,43),(4,51),}|4
Ins|j|106|{(0,44),(1,53),(2,57),(3,43),(4,50),}|2
Ins|v|391|{(0,44),(1,52),(2,54),(3,45),(4,49),}|3
Ins|s|408|{(0,44),(1,55),(2,55),(3,43),(4,50),}|1
Ins|v|405|{(0,44),(1,52),(2,55),(3,43),(4,52),}|4
Ins|a|272|{(0,44),(1,53),(2,57),(3,44),(4,53),}|4
del|1|65|{(0,44),(1,55),(2,58),(3,45),(4,52),}|2
Ins|l|379|{(0,45),(1,55),(2,57),(3,45),(4,52),}|0
Ins|s|158|{(0,44),(1,55),(2,57),(3,46),(4,52),}|3
del|1|286|{(0,44),(1,55),(2,59),(3,45),(4,53),}|2
Ins|d|354|{(0,44),(1,55),(2,60),(3,45),(4,53),}|2
del|1|234|{(0,45),(1,55),(2,58),(3,46),(4,54),}|4
Ins|z|302|{(0,45),(1,56),(2,59),(3,45),(4,53),}|1
Ins|k|387|{(0,44),(1,55),(2,61),(3,46),(4,53),}|2
Ins|y|369|{(0,45),(1,55),(2,60),(3,46),(4,55),}|4
del|1|382|{(0,46),(1,55),(2,58),(3,46),(4,54),}|0
Ins|rfcdfbbestjxqepjreumfkapmzuilnfizs|107|{(0,45),(1,55),(2,60),(3,47),(4,53),}|3
Ins|q|67|{(0,45),(1,55),(2,60),(3,46),(4,56),}|4
del|1|383|{(0,47),(1,55),(2,61),(3,46),(4,54),}|0
Ins|m|2|{(0,45),(1,57),(2,61),(3,46),(4,55),}|1
del|1|240|{(0,46),(1,56),(2,62),(3,47),(4,55),}|2
Ins|o|9|{(0,45),(1,56),(2,61),(3,46),(4,57),}|4
Ins|c|36|{(0,46),(1,56),(2,63),(3,47),(4,55),}|2
Ins|q|65|{(0,46),(1,58),(2,61),(3,46),(4,55),}|1
del|1|427|{(0,48),(1,57),(2,61),(3,47),(4,57),}|0
Ins|o|88|{(0,47),(1,59),(2,63),(3,47),(4,57),}|1
Ins|u|103|{(0,49),(1,58),(2,62),(3,47),(4,57),}|0
Ins|r|198|{(0,47),(1,56),(2,63),(3,48),(4,57),}|3
Ins|j|255|{(0,47),(1,56),(2,63),(3,47),(4,58),}|4
Ins|m|152|{(0,47),(1,57),(2,63),(3,49),(4,57),}|3
del|1|296|{(0,50),(1,58),(2,63),(3,47),(4,57),}|0
Ins|x|287|{(0,48),(1,60),(2,63),(3,47),(4,57),}|1
del|1|156|{(0,51),(1,58),(2,63),(3,47),(4,57),}|0
Ins|v|405|{(0,49),(1,58),(2,63),(3,47),(4,59),}|4
Ins|d|51|{(0,52),(1,60),(2,63),(3,49),(4,58),}|0
del|1|172|{(0,53),(1,60),(2,63),(3,49),(4,58),}|0
Ins|b|302|{(0,54),(1,60),(2,63),(3,49),(4,58),}|0
Ins|u|268|{(0,51),(1,60),(2,64),(3,49),(4,59),}|2
del|1|291|{(0,52),(1,60),(2,63),(3,49),(4,60),}|4
Ins|k|132|{(0,55),(1,60),(2,63),(3,49),(4,59),}|0
del|1|98|{(0,51),(1,61),(2,63),(3,49),(4,59),}|1
Ins|m|107|{(0,53),(1,60),(2,63),(3,49),(4,61),}|4
Ins|f|170|{(0,56),(1,60),(2,64),(3,49),(4,59),}|0
del|1|250|{(0,53),(1,60),(2,65),(3,49),(4,59),}|2
Ins|r|6|{(0,57),(1,60),(2,64),(3,49),(4,59),}|0
Ins|v|93|{(0,53),(1,60),(2,66),(3,49),(4,61),}|2
del|1|147|{(0,54),(1,61),(2,67),(3,49),(4,61),}|2
Ins|e|17|{(0,58),(1,61),(2,65),(3,49),(4,61),}|0
del|1|118|{(0,57),(1,61),(2,65),(3,49),(4,62),}|4
Ins|j|141|{(0,58),(1,62),(2,66),(3,49),(4,61),}|1
Ins|m|159|{(0,57),(1,61),(2,65),(3,49),(4,63),}|4
Ins|l|77|{(0,57),(1,61),(2,66),(3,49),(4,64),}|4
Ins|v|384|{(0,57),(1,61),(2,66),(3,50),(4,62),}|3
Ins|ucdizxkciugrrzeectihfchuskkpwbdikxmnzooxmje|35|{(0,58),(1,61),(2,68),(3,49),(4,62),}|2
Ins|k|157|{(0,58),(1,61),(2,67),(3,51),(4,64),}|3
Ins|y|122|{(0,59),(1,62),(2,67),(3,49),(4,62),}|0
Ins|s|414|{(0,58),(1,61),(2,68),(3,52),(4,64),}|3
Ins|t|237|{(0,58),(1,62),(2,67),(3,49),(4,65),}|4
Ins|n|154|{(0,58),(1,62),(2,67),(3,49),(4,66),}|4
Ins|z|61|{(0,58),(1,63),(2,68),(3,52),(4,65),}|1
Ins|t|334|{(0,59),(1,62),(2,68),(3,52),(4,67),}|4
del|30|60|{(0,59),(1,63),(2,68),(3,52),(4,68),}|4
del|1|48|{(0,59),(1,62),(2,68),(3,53),(4,67),}|3
Ins|lhdknayoatfzlsxqgktencvoirdykrlepaiqu|225|{(0,60),(1,63),(2,68),(3,52),(4,67),}|0
Ins|xyjwmcuooyrlpzikeoyhayzveqrvcysrpggugdu|308|{(0,59),(1,63),(2,69),(3,52),(4,68),}|2
del|1|400|{(0,59),(1,63),(2,68),(3,54),(4,67),}|3
Ins|m|371|{(0,59),(1,63),(2,68),(3,55),(4,68),}|3
Ins|k|321|{(0,59),(1,64),(2,68),(3,52),(4,68),}|1
del|26|203|{(0,61),(1,63),(2,68),(3,52),(4,68),}|0
Ins|m|227|{(0,59),(1,63),(2,68),(3,56),(4,68),}|3
Ins|rhqqddxgagpdctinzkultarxfffcssedeuabjbopo|111|{(0,60),(1,63),(2,68),(3,57),(4,68),}|3
Ins|j|53|{(0,60),(1,65),(2,69),(3,54),(4,68),}|1
del|1|533|{(0,60),(1,63),(2,69),(3,58),(4,68),}|3
Ins|dgsldbfpfdnmjpqvqsfjjvbszmbdtlfwxkscbkdadkv|111|{(0,60),(1,64),(2,69),(3,54),(4,69),}|4
Ins|i|378|{(0,60),(1,66),(2,69),(3,55),(4,68),}|1
del|1|79|{(0,61),(1,65),(2,69),(3,59),(4,68),}|3
Ins|u|253|{(0,61),(1,65),(2,69),(3,60),(4,68),}|3
Ins|j|167|{(0,62),(1,65),(2,69),(3,57),(4,68),}|0
Ins|a|335|{(0,61),(1,65),(2,70),(3,60),(4,69),}|2
Ins|h|513|{(0,62),(1,66),(2,71),(3,60),(4,69),}|2
Ins|pkoaschaoxnafgsywxczfmcklmrogwatbtlhcyuoyuy|403|{(0,61),(1,66),(2,69),(3,59),(4,70),}|4
Ins|h|101|{(0,62),(1,66),(2,72),(3,60),(4,69),}|2
Ins|b|268|{(0,63),(1,66),(2,69),(3,60),(4,69),}|0
Ins|i|95|{(0,62),(1,66),(2,69),(3,61),(4,69),}|3
Ins|r|538|{(0,62),(1,66),(2,73),(3,60),(4,69),}|2
Ins|c|383|{(0,64),(1,66),(2,72),(3,60),(4,69),}|0
Ins|z|566|{(0,65),(1,66),(2,72),(3,60),(4,70),}|0
Ins|ihhpxexejkonhfzyzmxpcfvjbcohiahtlfqkwuus|173|{(0,62),(1,66),(2,71),(3,61),(4,71),}|4
del|1|646|{(0,62),(1,66),(2,71),(3,61),(4,72),}|4
Ins|u|179|{(0,62),(1,66),(2,71),(3,62),(4,70),}|3
Ins|v|88|{(0,62),(1,66),(2,71),(3,61),(4,73),}|4
Ins|i|565|{(0,62),(1,66),(2,71),(3,63),(4,70),}|3
Ins|j|422|{(0,66),(1,66),(2,73),(3,61),(4,73),}|0
Ins|g|512|{(0,63),(1,66),(2,73),(3,62),(4,74),}|4
Ins|l|183|{(0,67),(1,66),(2,73),(3,61),(4,73),}|0
Ins|h|651|{(0,65),(1,66),(2,73),(3,62),(4,75),}|4
Ins|m|125|{(0,68),(1,66),(2,73),(3,62),(4,73),}|0
Ins|j|108|{(0,67),(1,66),(2,73),(3,63),(4,76),}|4
Ins|wxqywmftlszmzhrozbginladykijtseldafnnohykrlm|103|{(0,67),(1,67),(2,73),(3,63),(4,73),}|1
Ins|j|115|{(0,67),(1,66),(2,73),(3,64),(4,75),}|3
Ins|o|555|{(0,68),(1,66),(2,74),(3,63),(4,75),}|2
Ins|n|579|{(0,69),(1,66),(2,73),(3,63),(4,75),}|0
Ins|e|641|{(0,68),(1,66),(2,73),(3,65),(4,75),}|3
del|1|16|{(0,68),(1,68),(2,73),(3,63),(4,75),}|1
Ins|e|718|{(0,70),(1,67),(2,74),(3,63),(4,76),}|0
Ins|s|125|{(0,71),(1,67),(2,74),(3,63),(4,76),}|0
Ins|a|185|{(0,68),(1,67),(2,74),(3,66),(4,76),}|3
Ins|i|21|{(0,69),(1,69),(2,73),(3,63),(4,76),}|1
Ins|u|740|{(0,70),(1,67),(2,75),(3,65),(4,76),}|2
Ins|g|358|{(0,70),(1,70),(2,74),(3,65),(4,76),}|1
Ins|v|47|{(0,70),(1,67),(2,74),(3,67),(4,76),}|3
